File Path,File Size,Creation Time,Last Modification Time,Last Access Time,Is Hidden
example.jpg,137001 bytes,Mon Oct  7 02:41:42 2024,Mon Oct  7 15:50:49 2024,Mon Oct  7 21:56:20 2024,False
